algorithm,seed,iteration,nodes_touched,seconds,exploitability
OS-MCCFR,1,3,32,0.0007416000007651746,0.33333333333333326
OS-MCCFR,1,5,56,0.001265600003534928,0.3125
OS-MCCFR,1,8,88,0.0019069999980274588,0.30679039786060436
OS-MCCFR,1,12,130,0.0027384999848436564,0.31694229609528113
OS-MCCFR,1,19,203,0.004162999975960702,0.26656901914940867
OS-MCCFR,1,28,299,0.006039299973053858,0.24654569684716898
OS-MCCFR,1,44,471,0.009358600014820695,0.21806511024074648
OS-MCCFR,1,67,709,0.013783999980660155,0.22830105249608293
OS-MCCFR,1,102,1079,0.02073959997505881,0.16453960156835395
OS-MCCFR,1,156,1639,0.03137939999578521,0.10713463437657159
OS-MCCFR,1,237,2494,0.047813700133701786,0.09706350192505356
OS-MCCFR,1,362,3800,0.07220690019312315,0.10014616923779374
OS-MCCFR,1,551,5819,0.11054250004235655,0.11320638783057346
OS-MCCFR,1,840,8893,0.16788889994495548,0.024223965101881018
OS-MCCFR,1,1280,13581,0.25678419988253154,0.05346017307324122
OS-MCCFR,1,1951,20771,0.3905352000147104,0.044212651770342615
OS-MCCFR,1,2972,31550,0.589486599288648,0.043992062598239984
OS-MCCFR,1,4527,47989,0.893523699574871,0.03479631205283676
OS-MCCFR,1,6897,73418,1.3713189998234157,0.016372877898789856
OS-MCCFR,1,10506,111563,2.08306830006768,0.04565637037128961
OS-MCCFR,1,16005,170442,3.181088599289069,0.018679787840063494
OS-MCCFR,1,24381,259604,4.8473739983164705,0.011124760332057643
OS-MCCFR,1,37140,395071,7.405006498389412,0.019861284663461876
OS-MCCFR,1,56577,603023,11.350262398016639,0.004459216489906159
OS-MCCFR,1,86186,920456,17.33137019982678,0.0031917376106491424
OS-MCCFR,1,131291,1406030,26.458596800104715,0.0037317625809829558
OS-MCCFR,1,200000,2145846,40.25275399713428,0.0086217435370195
OS-MCCFR,2,1,10,0.0002300000051036477,0.45833333333333326
OS-MCCFR,2,2,20,0.00045089999912306666,0.47916666666666663
OS-MCCFR,2,3,30,0.000670000008540228,0.47916666666666663
OS-MCCFR,2,5,53,0.0011681000178214163,0.5277777777777777
OS-MCCFR,2,8,85,0.0017963000282179564,0.44375
OS-MCCFR,2,12,128,0.002626200031954795,0.4528935185185185
OS-MCCFR,2,19,207,0.004174100002273917,0.47489548635488754
OS-MCCFR,2,28,303,0.006001000001560897,0.31892094929123904
OS-MCCFR,2,44,478,0.009304199978942052,0.30997658499662806
OS-MCCFR,2,67,730,0.014000499970279634,0.2603749747304179
OS-MCCFR,2,102,1109,0.02121519998763688,0.24649763076600942
OS-MCCFR,2,156,1680,0.03220279997913167,0.19537934304486174
OS-MCCFR,2,237,2530,0.048235800059046596,0.09787128351231048
OS-MCCFR,2,362,3803,0.07162560010328889,0.10173285922133526
OS-MCCFR,2,551,5769,0.10794229991734028,0.10562070553726935
OS-MCCFR,2,840,8796,0.16347019973909482,0.11294753207794059
OS-MCCFR,2,1280,13454,0.24987879963009618,0.1077388121770173
OS-MCCFR,2,1951,20649,0.38596639927709475,0.054480541820734446
OS-MCCFR,2,2972,31730,0.5960051991278306,0.062378564116184226
OS-MCCFR,2,4527,48346,0.9077835994830821,0.04257350363314483
OS-MCCFR,2,6897,73838,1.3847361992811784,0.03683463923307306
OS-MCCFR,2,10506,112081,2.092429299809737,0.025871263872310396
OS-MCCFR,2,16005,170106,3.1584274999331683,0.01339868695631291
OS-MCCFR,2,24381,259034,4.815458100638352,0.018865997270487295
OS-MCCFR,2,37140,395508,7.391303599986713,0.00991587365218799
OS-MCCFR,2,56577,603925,11.315195300179766,0.007334852777600598
OS-MCCFR,2,86186,921206,17.287962601782056,0.006311558114245747
OS-MCCFR,2,131291,1402911,26.298128101974726,0.01106705605810937
OS-MCCFR,2,200000,2137431,39.99130200096988,0.0051863434436102696
ES-MCCFR,0,1,13,0.00024739999207668006,0.45833333333333326
ES-MCCFR,0,2,29,0.0005187999922782183,0.5833333333333333
ES-MCCFR,0,3,45,0.0007783999899402261,0.5833333333333333
ES-MCCFR,0,4,60,0.0010075000172946602,0.5416666666666666
ES-MCCFR,0,6,90,0.0014705000212416053,0.5810185185185186
ES-MCCFR,0,9,133,0.0020688000367954373,0.5827546296296297
ES-MCCFR,0,13,193,0.0028708000027108938,0.5360780423280425
ES-MCCFR,0,19,284,0.004263400012860075,0.4177540204678363
ES-MCCFR,0,28,412,0.006062300031771883,0.3954489589358011
ES-MCCFR,0,41,593,0.008576900028856471,0.24589899057709202
ES-MCCFR,0,60,863,0.012289000034797937,0.1868591897540954
ES-MCCFR,0,87,1255,0.017976900009671226,0.12977815664064565
ES-MCCFR,0,127,1851,0.025968600035412237,0.10678812396458867
ES-MCCFR,0,185,2709,0.03775260006659664,0.05221369257270769
ES-MCCFR,0,269,3912,0.05437200001324527,0.026541986692622505
ES-MCCFR,0,391,5673,0.07841089990688488,0.03481496702865772
ES-MCCFR,0,568,8213,0.11327569992863573,0.03459308852058021
ES-MCCFR,0,825,11961,0.16412059994763695,0.010029885891899765
ES-MCCFR,0,1198,17380,0.23867359990254045,0.017721819699600155
ES-MCCFR,0,1740,25425,0.3511525997892022,0.007736191570867468
ES-MCCFR,0,2527,37110,0.5105847993982024,0.022928573824981396
ES-MCCFR,0,3670,53847,0.7431148995819967,0.011914622595711077
ES-MCCFR,0,5330,78456,1.0871145995915867,0.014472403310920479
ES-MCCFR,0,7741,113980,1.5751056998269632,0.012667438603608694
ES-MCCFR,0,11241,165429,2.2926594994205516,0.010458924948892473
ES-MCCFR,0,16325,240566,3.3324499005102552,0.007853489805179081
ES-MCCFR,0,23708,350180,4.857197500474285,0.004292252766888605
ES-MCCFR,0,34429,508510,7.040730499691563,0.004746330945142402
ES-MCCFR,0,50000,738224,10.223199798259884,0.0011818704267142766
ES-MCCFR,1,1,13,0.0002246999938506633,0.45833333333333326
ES-MCCFR,1,2,27,0.000473899970529601,0.45833333333333326
ES-MCCFR,1,3,43,0.0007319999858736992,0.4999999999999999
ES-MCCFR,1,4,58,0.0009655999892856926,0.41666666666666663
ES-MCCFR,1,6,90,0.0014453000330831856,0.38194444444444436
ES-MCCFR,1,9,135,0.0021018000261392444,0.31944444444444436
ES-MCCFR,1,13,197,0.0029697000281885266,0.22499999999999995
ES-MCCFR,1,19,288,0.004226600052788854,0.20074905209363667
ES-MCCFR,1,28,421,0.006125400046585128,0.16177138746446704
ES-MCCFR,1,41,604,0.00878010003361851,0.141036722312884
ES-MCCFR,1,60,881,0.012855700042564422,0.12470135726804496
ES-MCCFR,1,87,1267,0.018286700011231005,0.09069093747432708
ES-MCCFR,1,127,1852,0.02658409994910471,0.07337920402067247
ES-MCCFR,1,185,2706,0.0386427998309955,0.06158068154536944
ES-MCCFR,1,269,4004,0.05640959969605319,0.09101936296754282
ES-MCCFR,1,391,5804,0.08222029960597865,0.08585169098958073
ES-MCCFR,1,568,8363,0.1183555995230563,0.040177796845614316
ES-MCCFR,1,825,12043,0.16866489945095964,0.033288272823145365
ES-MCCFR,1,1198,17545,0.24239869927987456,0.03387718585236507
ES-MCCFR,1,1740,25528,0.3530515995807946,0.02402129144377027
ES-MCCFR,1,2527,36853,0.5076148999796715,0.026661944958940115
ES-MCCFR,1,3670,53653,0.7367704001371749,0.007517807434744811
ES-MCCFR,1,5330,77782,1.0734169002389535,0.008902693297718506
ES-MCCFR,1,7741,112641,1.5508490006322972,0.007207768549941401
ES-MCCFR,1,11241,163096,2.249004300130764,0.006229391470437412
ES-MCCFR,1,16325,237141,3.2586524004291277,0.004966604069142483
ES-MCCFR,1,23708,344855,4.742811701726168,0.004086527630491221
ES-MCCFR,1,34429,502138,6.902037701947847,0.0037324223383776445
ES-MCCFR,1,50000,728705,9.993050303426571,0.0013783241943383095
ES-MCCFR,2,1,16,0.0002690000110305846,0.45833333333333326
ES-MCCFR,2,2,32,0.0005290000117383897,0.45833333333333326
ES-MCCFR,2,3,45,0.0007437999884132296,0.45833333333333326
ES-MCCFR,2,4,60,0.0009776999650057405,0.37499999999999994
ES-MCCFR,2,6,91,0.001426299975719303,0.22499999999999995
ES-MCCFR,2,9,135,0.0020549999899230897,0.2673611111111111
ES-MCCFR,2,13,195,0.002931899973191321,0.24305555555555555
ES-MCCFR,2,19,283,0.004120300029171631,0.24009276196232981
ES-MCCFR,2,28,417,0.005916600057389587,0.21286692954192665
ES-MCCFR,2,41,598,0.008519200113369152,0.12727934242063546
ES-MCCFR,2,60,871,0.012445200118236244,0.1199327319497413
ES-MCCFR,2,87,1245,0.01766390010016039,0.12853898087736876
ES-MCCFR,2,127,1846,0.025700400059577078,0.10066586937881314
ES-MCCFR,2,185,2713,0.037215700023807585,0.09741423070085728
ES-MCCFR,2,269,3965,0.05430540000088513,0.08818639943706363
ES-MCCFR,2,391,5727,0.0790874999947846,0.05845210934790218
ES-MCCFR,2,568,8217,0.1131353001401294,0.02776363417645103
ES-MCCFR,2,825,12002,0.1650695001881104,0.030587064279805815
ES-MCCFR,2,1198,17537,0.23990709995268844,0.030293245103093586
ES-MCCFR,2,1740,25342,0.3481626999564469,0.01643395843554929
ES-MCCFR,2,2527,36957,0.5058427997282706,0.0153118515397975
ES-MCCFR,2,3670,53304,0.7333580991835333,0.01379672867102777
ES-MCCFR,2,5330,77548,1.0663396991149057,0.0072866350309187256
ES-MCCFR,2,7741,112391,1.5460405987105332,0.007336138677678655
ES-MCCFR,2,11241,163583,2.2414809992478695,0.010381904132981012
ES-MCCFR,2,16325,237418,3.2481473977095447,0.00789615918154235
ES-MCCFR,2,23708,344845,4.704269998532254,0.0035749740539593455
ES-MCCFR,2,34429,500539,6.834015799831832,0.004103706953055952
ES-MCCFR,2,50000,727344,9.928336699027568,0.005038708048719059
