iteration,p1_avg_regret,p2_avg_regret,p1_l1_to_uniform,p2_l1_to_uniform,p1_avg_rock,p2_avg_rock,p1_regret_rock,p2_regret_rock,p1_avg_paper,p2_avg_paper,p1_regret_paper,p2_regret_paper,p1_avg_scissors,p2_avg_scissors,p1_regret_scissors,p2_regret_scissors
2600,0.023076923076923078,0.03307692307692308,0.026650389873714375,0.029653683810018205,0.34665852827019056,0.3185064914283242,60.0,-51.0,0.32780077105846905,0.33441819786972504,-94.0,86.0,0.32554070067134044,0.3470753107019507,25.0,-26.0
2700,0.03222222222222222,0.02962962962962963,0.0353466631466523,0.048760150179632256,0.34235347234903796,0.3089532582435172,-69.0,50.0,0.31566000176000725,0.3568260721916414,-123.0,80.0,0.3419865258909549,0.33422066956484137,87.0,-25.0
2800,0.030357142857142857,0.03357142857142857,0.06415704012955692,0.037275723711299114,0.3301265626222866,0.3257445877306343,-37.0,94.0,0.3044615839796016,0.3519711951889829,9.0,-73.0,0.36541185339811183,0.3222842170803828,85.0,-78.0
2900,0.02724137931034483,0.032413793103448274,0.06488456925256664,0.04390230493656233,0.3187428880491044,0.3487835617111022,-67.0,94.0,0.31548149399127895,0.3398342574238456,79.0,-78.0,0.36577561795961666,0.31138218086505215,-45.0,17.0
3000,0.022333333333333334,0.028333333333333332,0.04920989703427131,0.03342009082297687,0.3087283848161977,0.3500433787448218,19.0,-20.0,0.33768851782283954,0.32850644884305064,67.0,-92.0,0.3535830973609628,0.3214501724121276,-59.0,85.0
3100,0.03064516129032258,0.027419354838709678,0.02303999292217812,0.030847733422052548,0.3218133368722443,0.33875165684982755,95.0,-34.0,0.33600947213327553,0.31790946662230707,-57.0,-6.0,0.3421771909944802,0.3433388765278654,-83.0,85.0
3200,0.0296875,0.02375,0.019346673523306546,0.02655164957340317,0.34300667009498664,0.3281656675732706,95.0,-52.0,0.32550917612911073,0.3252251743066945,-80.0,76.0,0.3314841537759027,0.34660915812003495,-6.0,-33.0
3300,0.03333333333333333,0.02303030303030303,0.03537614326475502,0.030224159857899502,0.34851101002005025,0.31822125340438356,11.0,-26.0,0.3156452617009558,0.3456728962974007,-64.0,76.0,0.3358437282789939,0.33610585029821566,110.0,-107.0
3400,0.03235294117647059,0.018823529411764704,0.053943511600105354,0.03350665621876597,0.33835051100336755,0.3236929544443096,-24.0,64.0,0.30636157753328064,0.35008666144271633,1.0,-34.0,0.35528791146335176,0.32622038411297405,110.0,-117.0
3500,0.03457142857142857,0.018285714285714287,0.05485850538410031,0.03286706324717431,0.32868335354612854,0.34301601288875794,-4.0,64.0,0.310554060428488,0.3400841854014959,121.0,-114.0,0.3607625860253835,0.3168998017097462,30.0,-97.0
3600,0.035833333333333335,0.01861111111111111,0.03607336715552778,0.04643322467173766,0.3195532603920694,0.35654994566920223,-60.0,40.0,0.32907672269683336,0.33063740247367657,129.0,-50.0,0.3513700169110972,0.3128126518571213,-126.0,67.0
3700,0.024054054054054055,0.021351351351351352,0.035714984927566584,0.030328631397354033,0.31547584086955005,0.34849764903201036,82.0,-88.0,0.3426506291628959,0.32170125646087444,89.0,-78.0,0.34187352996755405,0.3298010945071152,-84.0,79.0
3800,0.032105263157894734,0.019210526315789473,0.011123824792355241,0.036190296338755534,0.3282278961441864,0.33932665826801006,122.0,-54.0,0.33889524572951096,0.3152381851639556,-62.0,56.0,0.33287685812630263,0.34543515656803436,-135.0,73.0
3900,0.03128205128205128,0.02564102564102564,0.024238977101491477,0.016389842298732693,0.3454528218840791,0.33062597472267646,122.0,-110.0,0.3302056240441389,0.32784577079462385,-28.0,100.0,0.32434155407178206,0.3415282544826997,-1.0,-83.0
4000,0.02975,0.025,0.03653581359015595,0.022632586382849817,0.3516012401284113,0.32236032535460957,42.0,-90.0,0.3219518723319243,0.3446496265247583,-8.0,100.0,0.3264468875396644,0.3329900481206322,119.0,-163.0
4100,0.03,0.018536585365853658,0.03846789138486323,0.04716079027621023,0.3438738865415451,0.3182179318986765,-112.0,76.0,0.31409938764090173,0.3569137284714385,-62.0,72.0,0.34202672581755317,0.3248683396298851,123.0,-97.0
4200,0.02261904761904762,0.023809523809523808,0.04750042711109442,0.03686069291685451,0.33568641305246066,0.33110294104573257,-76.0,100.0,0.30958311977778613,0.3517636797917606,74.0,-62.0,0.3547304671697532,0.31713337916250683,95.0,-131.0
4300,0.02744186046511628,0.023255813953488372,0.0370509034171993,0.04714569295846788,0.32787975228379884,0.34665638404697163,-132.0,100.0,0.3202614626742682,0.34358312909892896,118.0,-28.0,0.351858785041933,0.3097604868540994,-61.0,3.0
4400,0.026818181818181817,0.017954545454545456,0.02581078720287805,0.037042398401926635,0.32042793973189426,0.3494134442482222,-46.0,-24.0,0.3357100657953075,0.33577442161940785,118.0,-52.0,0.34386199447279814,0.3148121341323701,-75.0,79.0
4500,0.02311111111111111,0.017555555555555557,0.027894170928990936,0.01663073541874549,0.31938624786883785,0.3416487010427061,104.0,-149.0,0.344393135313315,0.3283127678056432,68.0,-77.0,0.3362206168178471,0.3300385311516507,-25.0,79.0
4600,0.029565217391304348,0.011521739130434782,0.012016607111755895,0.020073349937544838,0.33174689013680786,0.33422155536786463,136.0,-123.0,0.3393416368892113,0.3232966583645609,-61.0,49.0,0.3289114729739809,0.3424817862675744,-54.0,53.0
4700,0.02127659574468085,0.013829787234042552,0.018206399785918204,0.012445749776378467,0.34243653322629247,0.32711045844514414,100.0,-153.0,0.33212160206178126,0.33536126152797757,-21.0,65.0,0.3254418647119263,0.33752828002687835,86.0,-77.0
4800,0.025833333333333333,0.013541666666666667,0.016261862629011803,0.03174913715895605,0.33993040588686696,0.32029565722753695,-62.0,-10.0,0.3252024020188275,0.34920790191281137,-83.0,65.0,0.33486719209430565,0.3304964408596517,124.0,-34.0
4900,0.02489795918367347,0.01020408163265306,0.029730641495341104,0.03200218496501778,0.33299305066468593,0.32691395864817246,-54.0,50.0,0.31880829525431015,0.34933442581584223,25.0,-72.0,0.34819865408100387,0.3237516155359853,122.0,-71.0
5000,0.0226,0.01,0.035387902459823095,0.032113500216135515,0.32633318965139224,0.340375679475209,-66.0,50.0,0.32263952578536287,0.34234773729952545,113.0,-104.0,0.3510272845632449,0.31727658322526564,10.0,-3.0
5100,0.022156862745098038,0.013529411764705882,0.026325377241678716,0.016904242021293925,0.320170644712494,0.33948375110915147,26.0,-78.0,0.3356346326963048,0.33563503656816207,113.0,-132.0,0.34419472259120126,0.3248812123226863,2.0,69.0
5200,0.023076923076923078,0.01326923076923077,0.01917230909198986,0.009061865197064256,0.32374717878733844,0.3329552174339755,120.0,-110.0,0.33739372957794633,0.32918051663415904,7.0,-82.0,0.3388590916347153,0.33786426593186547,-4.0,69.0
5300,0.022641509433962263,0.012075471698113207,0.006298449136054596,0.02444384026120794,0.33648255790136067,0.3266730435201269,120.0,-64.0,0.33105191823061686,0.3277717030159357,-112.0,64.0,0.33246552386802253,0.34555525346393723,-23.0,15.0
5400,0.021296296296296296,0.011851851851851851,0.018430221920773038,0.025419581238269484,0.3425484442937199,0.3206235427141987,58.0,-71.0,0.32492132715227207,0.34006113907552,-74.0,64.0,0.3325302285540081,0.3393153182102815,115.0,-92.0
5500,0.026363636363636363,0.010181818181818183,0.02863933334947799,0.0321459937276139,0.3378391979939579,0.3174477210145834,-70.0,56.0,0.3190136666585944,0.3494063301971403,-102.0,36.0,0.3431471353474478,0.3331459487882763,145.0,-65.0
5600,0.02375,0.0125,0.040558403209028315,0.02179473049061459,0.3318063551726372,0.3285723874328737,-3.0,70.0,0.3145811098895153,0.3442306985786406,65.0,-132.0,0.3536125349378475,0.3271969139884856,133.0,-133.0
5700,0.02736842105263158,0.012280701754385965,0.04278073382814074,0.023753432162975652,0.32622902876511856,0.34035181923229707,-12.0,70.0,0.3190472709874777,0.3381915635158575,156.0,-167.0,0.3547237002474037,0.3214566172518456,24.0,-71.0
5800,0.02724137931034483,0.011034482758620689,0.030880796755889173,0.026973238759464613,0.32060439033813376,0.34681995271306565,-17.0,8.0,0.33062187795058834,0.33236067448972195,158.0,-132.0,0.34877373171127796,0.3208193727972124,-81.0,64.0
5900,0.02271186440677966,0.011186440677966102,0.026620984733450592,0.015348530930005266,0.32002284096660805,0.3410075987983359,134.0,-121.0,0.33711484650366114,0.3267274427187097,112.0,-161.0,0.3428623125297308,0.3322649584829543,-30.0,66.0
6000,0.03266666666666666,0.011,0.011719949748196734,0.02410269598653758,0.327473358459235,0.3353241388183637,196.0,-114.0,0.3353787008865297,0.3212819853400646,-26.0,-54.0,0.3371479406542353,0.34339387584157177,-68.0,66.0
6100,0.032131147540983604,0.011147540983606558,0.01033010407281193,0.02875700683521326,0.33849838536973936,0.32982702178855455,196.0,-92.0,0.32988068939658666,0.32246114146050553,-109.0,68.0,0.3316209252336741,0.34771183675094003,-51.0,-12.0
6200,0.023870967741935485,0.01096774193548387,0.026034728568649856,0.01765220443757559,0.3463506976176583,0.32450723111454555,148.0,-120.0,0.32456003311599657,0.33338918756598124,-57.0,68.0,0.3290892692663452,0.3421035813194732,101.0,-140.0
6300,0.02873015873015873,0.010793650793650795,0.027850093549467048,0.027954021298354725,0.3469329469283067,0.319356322684156,28.0,-40.0,0.31940828655859976,0.3439703115728704,-77.0,68.0,0.33365876651309345,0.33667336574297363,181.0,-160.0
6400,0.02859375,0.01171875,0.037831602504423356,0.028184354137670065,0.341695410273579,0.321161645194592,-47.0,75.0,0.31441753208112166,0.34742551040216835,-52.0,-14.0,0.3438870576452993,0.3314128444032396,183.0,-145.0
6500,0.023384615384615386,0.011538461538461539,0.04199123175632258,0.017494338432987866,0.33678559575756606,0.33160531219159833,22.0,75.0,0.312337717455172,0.34208050254982736,117.0,-166.0,0.35087668678726186,0.3263141852585745,152.0,-200.0
6600,0.03166666666666667,0.011363636363636364,0.03503991313921506,0.023926604793717166,0.3329208315897262,0.3417325044311196,14.0,75.0,0.31622587850733297,0.3368974646324057,209.0,-198.0,0.3508532899029409,0.3213700309364748,44.0,-144.0
6700,0.03194029850746269,0.009701492537313432,0.02524380533252013,0.03506435551772913,0.3280279613329466,0.3508655110921978,-66.0,65.0,0.32601680266746,0.3318691442647578,214.0,-114.0,0.34595523599959344,0.31726534464304423,-136.0,37.0
6800,0.03147058823529412,0.012205882352941176,0.019080939011734965,0.030801758158936987,0.32379286382746586,0.34873421241280184,65.0,-89.0,0.3353394771729347,0.32698871567262905,214.0,-168.0,0.3408676589995994,0.3242770719145691,-105.0,83.0
6900,0.025652173913043478,0.012028985507246378,0.01645509346024243,0.022167169109021,0.32510578660321215,0.3436800933923264,177.0,-157.0,0.3389666653971827,0.32224974877882284,126.0,-136.0,0.3359275479996052,0.33407015782885074,-93.0,83.0
7000,0.03157142857142857,0.011857142857142858,0.007519224513621192,0.03137430478841591,0.3317784713816738,0.338770377772436,221.0,-123.0,0.33709294559014397,0.31764618093912533,-30.0,-2.0,0.33112858302818227,0.34358344128843854,-149.0,83.0
7100,0.031126760563380283,0.011830985915492958,0.015713417747901304,0.024378156435344522,0.34119004220728405,0.33399896400099327,221.0,-137.0,0.3323451576240856,0.321144255115661,-59.0,84.0,0.32646480016863044,0.3448567808833456,-78.0,-31.0
7200,0.02763888888888889,0.011666666666666667,0.030386213899738335,0.013467540075487172,0.34852644028320257,0.3293600895009795,199.0,-207.0,0.3279599445164683,0.33057280712794357,19.0,84.0,0.32351361520032923,0.34006710337107693,100.0,-195.0
7300,0.025205479452054796,0.011506849315068493,0.03369498979824925,0.016970051760624882,0.350180828232458,0.32484830745302085,83.0,-142.0,0.32417916620692905,0.3397430426467388,3.0,84.0,0.325640005560613,0.3354086499002402,184.0,-212.0
7400,0.026756756756756758,0.010810810810810811,0.027056919082086184,0.029902352090179385,0.3466128358299725,0.3208393900443129,-97.0,33.0,0.3198048737922902,0.348284509378423,-77.0,80.0,0.33358229037773723,0.330876100577264,198.0,-137.0
7500,0.0264,0.0132,0.035419942644502156,0.02830566719998373,0.3419913313522395,0.3260494138304409,-96.0,99.0,0.31562336201108226,0.3474861669333251,24.0,-54.0,0.3423853066366782,0.3264644192362338,198.0,-171.0
7600,0.021842105263157895,0.013026315789473684,0.03446000193274762,0.02232899712146824,0.3374914454133943,0.334917184701093,-54.0,99.0,0.31610333236695953,0.3429139805263077,166.0,-167.0,0.34640522221964615,0.32216883477259917,140.0,-184.0
7700,0.02857142857142857,0.012857142857142857,0.023914661105679635,0.030697018803873377,0.3331084396288047,0.3435546238608191,-100.0,99.0,0.3216008964850221,0.3384605522077842,220.0,-148.0,0.34529066388617313,0.3179848239313966,-6.0,-65.0
7800,0.028205128205128206,0.011666666666666667,0.015061054339367497,0.032585580377290924,0.3288378186079226,0.3488381424963456,-134.0,55.0,0.33029832088906025,0.3341213143589665,220.0,-92.0,0.34086386050301704,0.3170405431446879,-140.0,91.0
7900,0.02759493670886076,0.013037974683544304,0.01676147009053397,0.024067400933172445,0.3249525982880664,0.3453670337999195,46.0,-130.0,0.3384982736203472,0.3298919306329036,218.0,-177.0,0.3365491280915865,0.32474103556717676,-60.0,103.0
8000,0.021,0.012875,0.01763308873720093,0.015433225088174407,0.3255078583076246,0.3410499458774205,168.0,-213.0,0.34214987770193384,0.3257682814999923,140.0,-160.0,0.33234226399044164,0.3331817726225871,-38.0,103.0
8100,0.02691358024691358,0.01271604938271605,0.015457749950431088,0.02317376493828671,0.33069851861447175,0.33683945271844007,218.0,-188.0,0.3410622083085489,0.32174645086419,-10.0,-35.0,0.32823927307697937,0.34141409641736997,-88.0,103.0
8200,0.026585365853658536,0.011097560975609756,0.018193956441414805,0.02395072502480472,0.33886073180210025,0.3327316545145566,218.0,-162.0,0.33690291308527387,0.32195964963970763,-99.0,91.0,0.324236355112626,0.34530869584573565,-77.0,29.0
8300,0.023614457831325302,0.011204819277108433,0.024297358280083226,0.0161484554159404,0.34548201247337496,0.32872283939992336,196.0,-227.0,0.3328438418432826,0.32986959955877304,-24.0,93.0,0.32167414568334246,0.3414075610413035,98.0,-136.0
8400,0.021904761904761906,0.01107142857142857,0.027881560039377196,0.01704772213824668,0.3472741133530219,0.3248094722642101,82.0,-156.0,0.32888141515467206,0.3378473424211687,-38.0,93.0,0.32384447149230594,0.3373431853146214,184.0,-165.0
8500,0.023058823529411764,0.010705882352941176,0.02171762932677762,0.024365439673344813,0.34419214799672215,0.32115061349666096,-103.0,24.0,0.32501222203520536,0.3454749445453604,-123.0,91.0,0.3307956299680725,0.3333744419579787,196.0,-85.0
8600,0.022790697674418603,0.009767441860465116,0.024200646364516576,0.02416633047828909,0.3401899137176905,0.32508550646905476,-93.0,84.0,0.321233010151075,0.34541649857247786,-13.0,-49.0,0.33857707613123444,0.3294979949584673,196.0,-125.0
8700,0.016551724137931035,0.009655172413793104,0.02551138106554196,0.01622572131570349,0.3362796848243837,0.33284314432573225,-45.0,84.0,0.32057764280056233,0.34144619399118503,135.0,-171.0,0.3431426723750539,0.3257106616830826,144.0,-147.0
8800,0.02125,0.009545454545454546,0.018614241967836287,0.02264785833875327,0.33245832476956116,0.3404244722311217,-93.0,84.0,0.32490122091318735,0.3375661236049216,187.0,-149.0,0.3426404543172515,0.32200940416395674,-4.0,-25.0
8900,0.02101123595505618,0.01157303370786517,0.010914456477560952,0.020187458311291928,0.32872283797439755,0.34298715001070473,-85.0,12.0,0.33248660045348866,0.33377324581160783,187.0,-121.0,0.33879056157211385,0.3232396041776873,-96.0,103.0
9000,0.018555555555555554,0.011444444444444445,0.013907268523275285,0.011769339385962363,0.32637969907169573,0.3392180030263145,95.0,-158.0,0.338594078929214,0.33006465419147885,167.0,-191.0,0.3350262219990903,0.3307173427822066,-16.0,103.0
9100,0.01956043956043956,0.011318681318681318,0.012876933301348148,0.013791526507697438,0.32888063964911185,0.33549033266338796,178.0,-181.0,0.3397717999840074,0.3264375700794846,50.0,-117.0,0.33134756036688073,0.3380720972571274,-33.0,103.0
9200,0.02108695652173913,0.010543478260869566,0.011174753766967804,0.022630161944387106,0.3357166791164529,0.3318436986126989,194.0,-111.0,0.3365373644336976,0.32350788708177414,-125.0,53.0,0.3277459564498494,0.34464841430552684,-108.0,97.0
9300,0.02086021505376344,0.011075268817204302,0.01898506966920549,0.021279877127591496,0.34282586816793603,0.3282754867996592,194.0,-161.0,0.33291868309570083,0.3277512413032117,-100.0,103.0,0.32425544873636303,0.34397327189712906,17.0,-53.0
9400,0.015638297872340425,0.010957446808510638,0.02591747967229785,0.01710027789287294,0.3462920731694823,0.32478319438689685,124.0,-156.0,0.32937699497766154,0.3349028238425393,-70.0,103.0,0.3243309318528562,0.3403139817705638,147.0,-148.0
9500,0.018421052631578946,0.010842105263157894,0.023076949355887333,0.023937818827333923,0.34487180801127704,0.32136442391966635,-48.0,2.0,0.32590986871473876,0.3419038467494599,-142.0,103.0,0.32921832327398426,0.3367317293308737,175.0,-90.0
9600,0.018229166666666668,0.010208333333333333,0.02163671816874624,0.020433921620307993,0.34127939334449287,0.32322559870616885,-92.0,98.0,0.3225149742489602,0.3435502941434873,-86.0,-1.0,0.3362056324065469,0.3332241071503438,175.0,-94.0
9700,0.01536082474226804,0.010103092783505154,0.025762245310413046,0.013350410400854607,0.3377610490832094,0.33020265438961044,-18.0,98.0,0.3204522106781268,0.3400085385337606,88.0,-162.0,0.34178674023866373,0.3297888070766289,149.0,-155.0
9800,0.019183673469387756,0.01,0.02046588111493164,0.013819436331299229,0.33431450776603383,0.33703732118155316,-18.0,98.0,0.3231003927758675,0.3365390636507631,188.0,-212.0,0.3425850994580986,0.3264236151676837,49.0,-105.0
9900,0.01919191919191919,0.00787878787878788,0.012172350470352533,0.01823513796954035,0.3309375935461749,0.3424509023181035,-86.0,78.0,0.3296428978853155,0.33313967916944226,190.0,-135.0,0.3394195085685096,0.3244094185124542,-119.0,72.0
10000,0.0184,0.0104,0.01053539077356791,0.014822832025325305,0.32806563794654936,0.34074474934599597,60.0,-81.0,0.3359090485706261,0.32980828237774784,184.0,-194.0,0.3360253134828245,0.32944696827625614,-73.0,104.0
10100,0.018415841584158415,0.010297029702970298,0.009455490101826058,0.01358095898795808,0.32924059143473927,0.33737103895643167,186.0,-170.0,0.33806107838424637,0.3265428538393543,110.0,-183.0,0.33269833018101436,0.336086107204214,-47.0,104.0
10200,0.020588235294117647,0.01019607843137255,0.007793502974853872,0.01998376004363167,0.33437432715702603,0.33406347975097644,210.0,-106.0,0.33618909099706756,0.3233414533115175,-66.0,-19.0,0.3294365818459064,0.342595066937506,-123.0,104.0
10300,0.020388349514563107,0.010194174757281554,0.015006757993850872,0.023622740945429932,0.34083671233025875,0.3308201449961126,210.0,-82.0,0.3329251192398145,0.32403515119783904,-152.0,105.0,0.3262381684299267,0.3451447038060483,-109.0,28.0
10400,0.018461538461538463,0.010480769230769231,0.02649093882946757,0.017364659913672864,0.3465788027480671,0.32763918206345766,192.0,-151.0,0.3297239161702009,0.33034515464637254,-76.0,109.0,0.32369728108173196,0.34201566329016975,67.0,-141.0
10500,0.015523809523809523,0.010380952380952381,0.030303729011440517,0.017629048864769514,0.34848519783905363,0.3245188089009486,88.0,-95.0,0.3265836883971514,0.3367228198402166,-80.0,109.0,0.324931113763795,0.3387583712588348,163.0,-185.0
10600,0.016132075471698114,0.0074528301886792455,0.02558957207557988,0.021520715370219046,0.3461281193711233,0.3225729756482238,-59.0,63.0,0.32350271020472543,0.34186448678406245,-127.0,79.0,0.3303691704241513,0.3355625375677137,171.0,-127.0
10700,0.015981308411214954,0.009813084112149532,0.02568690273225499,0.014325683220755059,0.34289327713400997,0.32707738597051667,-22.0,105.0,0.32048988196720585,0.34049617494371087,10.0,-79.0,0.3366168408987842,0.33242643908577246,171.0,-185.0
10800,0.012962962962962963,0.009722222222222222,0.02526863689813791,0.008020198499575248,0.3399253737697239,0.3333081509152341,8.0,105.0,0.3206990148842644,0.33734343258312094,140.0,-171.0,0.3393756113460117,0.3293484165016449,101.0,-183.0
10900,0.016055045871559634,0.00963302752293578,0.015971182185062716,0.014012923874416106,0.33687683310703986,0.3394245898976631,-57.0,105.0,0.32534774224080193,0.3342485387062116,175.0,-122.0,0.3377754246521581,0.32632687139612526,-64.0,-37.0
11000,0.015909090909090907,0.009363636363636364,0.003704777498531875,0.018237660637262065,0.3338143164424304,0.34245216365196435,-67.0,45.0,0.3314809445840674,0.3312099156270642,175.0,-82.0,0.33470473897350217,0.3263379207209714,-174.0,103.0
11100,0.013783783783783784,0.01036036036036036,0.0060809595938297045,0.01300041559251075,0.33193680590501995,0.3398335411295887,93.0,-110.0,0.3363738131302482,0.32822604251330684,153.0,-137.0,0.3316893809647319,0.3319404163571044,-114.0,115.0
11200,0.013482142857142857,0.010267857142857143,0.00921092939728746,0.016075760970647668,0.3343737301112536,0.3367993130837888,151.0,-97.0,0.3368984012540568,0.3252954528480095,11.0,-24.0,0.3287278686346896,0.33790523406820167,-156.0,115.0
11300,0.01336283185840708,0.010619469026548672,0.015029121762503261,0.01571391149518564,0.3402441780057614,0.333818788189242,151.0,-53.0,0.33393704954215697,0.3254763775857405,-105.0,120.0,0.3258187724520818,0.34070483422501746,-172.0,59.0
11400,0.013245614035087718,0.011578947368421053,0.025374000367043292,0.009970979698832594,0.346020333516855,0.33089055320512584,151.0,-141.0,0.33100777717775204,0.3307906236121245,-23.0,132.0,0.322971889305393,0.33831882318274964,10.0,-129.0
11500,0.011478260869565217,0.011478260869565217,0.030079750303308894,0.010640178573025849,0.34837320848498776,0.3280132440468204,73.0,-124.0,0.32813273798157766,0.3366098355807147,-1.0,132.0,0.3234940535334345,0.33537692037246486,132.0,-212.0
